电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,
文明,7112000,31000,455000,13000,23000,人文历史,8.8,1106,已完结, 全9集,10,228,简介：BBC新版《文明》，2018倾情奉献，共九集。涵盖六个大陆，三十一个国家，超过五百件艺术品。主讲人历史学家西蒙·沙玛、学者玛丽·比尔德以及戴维·奥卢索加将一起探索人类创造的渴望。此外，“文明节”将通过创新的数字产品和活动，为博物馆的珍宝赋予新的生命力。,
万福,3948000,68000,77000,3899,13000,剧情家庭励志,9.5,588,已完结, 全50集,3,145,简介：以日清创始人安藤百福和他的妻子仁子为原型，战前经济高速成长的大阪为舞台，讲述了福子三姐妹的故事，包含代父照顾大家的长姐的病故，二姐结婚离家，以及福子认识了命中注定之人——青年实业家万平。两人从相恋到结婚，夫妇俩挑战各种困难，最终创造出了“快餐拉面”，带动了世界饮食文化的巨大变革。,
继母与女儿的蓝调（僅限台灣地區）,21000,653,1776,537,706,剧情家庭搞笑,暂无评分,评分人数不足,已完结, 全10集,0,2,简介：32岁职业女性岩木亚希子（绫濑遥饰）的结婚对象是上班族宫本良一（竹野内丰饰），宫本还带着一个8岁的女儿。由于岩木亚希子不习惯家务和育儿，也没有照顾小朋友的经验，在一开始闹出了许多笑话。但这对后妈和女儿的感情也在逐渐升温，三人一起组成了温馨的家庭。,
东京自助洗衣店,4481000,30000,205000,12000,16000,剧情青春都市情感,9.3,895,已完结, 全5集,5,372,简介：藏岛优斗是「月刊 约会在东京」的新人记者，入职不久的他在工作上事事不顺。被咖啡店老板拒绝取材，自己提出的企划也被上司驳回，与他搭档的摄影师由于有别的工作而不能继续陪他取材。并且在生活中也霉运连连。就在此时，他在洗衣店里遇见了一位从北海道刚来到东京没多久的的女孩寺坂琴音，并得知她励志成为一名摄影师。于是藏岛便邀请她做自己的搭档。在相处过程中，藏岛在洗衣店里向琴音坦白了自己和高中女友的故事。而在游乐园里，琴音向藏岛告白，藏岛答应了她，他们开始交往了。他们相处的非常愉快，工作上也迎来了春天。但是，有一天他们...,
家庭女强人,235000,1597,5279,158,1117,搞笑都市家庭剧情,暂无评分,评分人数不足,已完结, 全6集,0,5,简介：在柏林居住着形形色色的女性，她们的人生道路相互交错。每天我们都会和萍水相逢的人们产生联系，而他们往往会改变我们的生活。我们会留下共同的痕迹。当我们觉察这些痕迹的时候就能感受到，我们彼此相连。菲、布丽塔、弗里达、曼迪四人都住在柏林。她们每个人都有自己的梦想和挣扎。她们的人生道路相邻、相遇然后分离。菲是一家模特事务所的经理，她怀孕了，这是她最不想承认的事情。她的丈夫马克却非常兴奋，在结婚十年之后他终于有了一个家庭。但是菲感觉自己的独立性受到侵犯。她离开了丈夫和新公寓，离开了为孩子们预备的新学校。单身母亲...,
烈火,1612000,3882,2176,299,1349,战争,暂无评分,评分人数不足,已完结, 全30集,0,0,简介：这是一部反映武汉地区敌后抗日全貌的大型抗战历史剧，因于震首次担纲导演和男一号而备受瞩目。于震自出道以来一直以“英雄”的形象见诸于荧屏，素有“英雄专业户”的美誉，可见于震的英雄形象已深入人心。此次《烈火》中于震也延续了其一贯的英雄形象，不过却是个匪气十足的“痞子英雄”。于震在《烈火》中饰演“洪涛”一角，为了兄弟甘愿入狱，为了心爱的女人忍辱负重，为了保家卫国的抗日行动更是舍生取义，不但身手不凡、武艺高超，更是机智果敢、有勇有谋。可谁曾料想这样一个抗日英雄却不是我们通常想象中那种“高大全”式的大英雄，而是...,
逃脱专家,885000,8963,46000,1829,4619,剧情悬疑都市,9.4,247,已完结, 全3集,3,88,简介：出庭律师威尔·波顿（大卫·田纳特饰）从未输过案子，他曾帮助很多罪犯成功脱罪。然后在成功帮助一名臭名昭著的谋杀嫌疑人脱罪之后，这一决定却给他招来事端。,
开创者X：丝路崛起,42000,881,1455,91,70,人文旅行,暂无评分,评分人数不足,已完结，共1集,0,1,简介：丹尼丝·凯勒和李牧踏上一段毕生难忘的旅程，他们将从中国出发，直至土耳其，重走古丝绸之路。他们将发现新一代开拓者、企业家和创新者如何在21世纪让丝绸之路重获新生。一路上，李牧和丹尼丝将一起参观联合国教科文组织确立的遗产地，具有重要历史价值、恢宏壮丽的莫高窟；他们还将走访两座面向未来的城市，中国的银川以及哈萨克斯坦的阿斯塔纳；他们还会了解到世界领先的铁路系统如何助力丝绸之路上的交通；他们将加入现代的四驱车自驾探险队；发现中国拥有2000年历史、至今仍在发挥作用的坎儿井；,
核变怪鲨,500000,325,2246,103,315,自然动物科技,暂无评分,评分人数不足,已完结，共1集,0,4,简介：菲利佩和阿什兰•库斯托与海洋生物学家卢克•蒂普尔一起来到比基尼环礁。冷战期间，这里因成为核试验基地而被毁。探访期间，他们发现这里仍聚集着大量的礁鲨，这一发现令人震惊。,
快乐星球 第四部,1760000,35000,229000,4270,4843,奇幻,8.6,160,已完结, 全50集,1,50,简介：该剧讲述了小学六年级的步平凡由于一个很偶然的意外结识了快乐星球的发明家棒棒和好朋友防火墙，三人和Q星球一个野心很大、自视甚高，想要打入快乐星球内部试图用消磁的办法来毁灭人类的科学天才Q博士相互斗智斗勇并在快乐星球探究梦的奥秘的故事。,
挺进蛮荒岛：鲨鱼岛,1621000,2061,1880,457,377,自然动物,暂无评分,评分人数不足,已完结，共1集,0,2,简介：戴夫·萨莫尼来到南太平洋中心的偏僻小岛，这里理应是世外桃源，却有着“世界鲨鱼之都”的可怕称号。成百上千的致命鲨鱼聚集于此，包括乌翅真鲨、鼬鲨、白边真鲨等等。但是顶级捕食者通常不会大批出现，在这里却恰恰相反。一个岛屿如何能够养活这么多鲨鱼？戴夫决心一探究竟。,
观世音传奇,5217000,53000,22000,2647,9861,古装,9.5,201,已完结, 全20集,1,59,简介：观世音的前世慈航大士面对佛祖立下宏愿，转世人间度醒众生，点悟从善之道，使众生脱离苦海。正当慈航大士转世妙庄王国三公主妙善时，黑衣魔女（即魔鲤）亦翻卷乌云，包围祥云一起落入妙庄王的寝宫，言三公主乃妖魔附体，不除掉三公主江山难保的舆论蛊惑大臣百姓。宰相霍羽一心谋取王位，也以此为由逼迫国王将女婴投海......三公主得救后，黑衣魔女恶心不死，追至大香山以魔法对冒险救助并精心养育妙善的尹妈一家制造病伤事故威胁尹家夫妇。计不得逞，又将尹妙父女推下山崖，欲置妙善于死地。 妙善经历种种魔难长大成人，晨钟暮课，一心向佛。她...,
猛鲨岛,27000,95,913,24,46,自然动物,暂无评分,评分人数不足,已完结，共1集,0,0,简介：本集节目中，安迪•卡萨格兰德发现大白鲨竟然从南澳州的内普丘恩群岛附近消失地无影无踪，这简直匪夷所思。鲨鱼都去哪里了？向西沿着已知的大白鲨迁徙路径，安迪有了一个惊人的发现，在一个未知的小岛附近，雄性大白鲨在此聚集。安迪立刻叫来了海洋生物学家若纳唐·韦里博士，他们俩将一起靠近这些大白鲨，希望能解开两个关于大白鲨的秘密：它们的配偶在哪里？它们会在哪里交配？,
游戏愿景,74000,1435,5000,217,184,科技人文,暂无评分,评分人数不足,已完结，共1集,1,9,简介：《游戏愿景》是探索频道涉猎的首部游戏题材纪录片，也是探索频道第一部与游戏玩家共同制作的纪录片。该片通过对世界各地传统游戏、电子游戏、体育竞技和电竞发展的案例研究，探寻游戏对人类生产生活带来的改变和积极作用。,
探秘高山植物,155000,705,12000,355,979,自然动物,暂无评分,评分人数不足,已完结，共1集,0,7,简介：他们是无畏的守护者，是不朽的魔术师，是国色天香的佳人，是遁世绝俗的捍卫者，是法力强大的治愈家。他们的法力或许在俗世中鲜为人知，但古老的传说中充满着他们的神奇故事，他们就是“高山植物”。现在一起跟随Discovery的镜头一起“探秘高山植物”，找寻这些高山植物的神奇力量。,
深度新知：科技关爱,15000,30,882,18,38,科技社会,暂无评分,评分人数不足,已完结，共1集,0,0,简介：本集节目将以“科技关爱”作为节目主题，Discovery探索频道将向您和观众呈现科学技术日新月异的进步给美容护肤和健康产业带来的变化。 过去20年里，众多改变行业面貌的发展革新将21世纪制造业带入了新的发展模式。,
寻声中国,24000,38,780,35,56,人文,暂无评分,评分人数不足,已完结，共1集,0,1,简介：声音是什么？“声音”，它超越了文化和信仰，也跨越了语言的藩篱。它帮助我们沟通和表达，也唤起回忆，触动心绪和引发想象。去寻找神秘的声音去探索背后的故事去倾听他们的内心,
投资者Z（僅限港澳台地區）,11000,206,796,617,1881,剧情搞笑青春,暂无评分,评分人数不足,已完结, 全12集,0,1,简介：《投资者Z》改编自教育漫画《龙樱》的作者三田纪房的另一部漫画，讲述了一个成绩很好的高中生学习炒股的故事。,
玩家,1627000,19000,19000,4215,6162,运动社会,5.1,213,已完结, 全2集,2,79,简介：看看新闻 《玩家》是一部由SMG融媒体中心看看新闻Knews策划出品的2集纪录片。玩家，是一份职业，也是一段人生，看看新闻Knews深度挖掘跟拍中国几家顶级电竞俱乐部，揭秘顶级电竞选手的追梦之路。在这个世界中他们的玩家身份可以一夜暴富、一战成名，也可以在亿万拥趸捧杀下，一举崩溃，一落千丈。成就与压力同在，前途与陷阱共存。在这场游戏中，玩家有时是主宰，有时却成为囚徒。而在人生的赛场上，每个人都是玩家，而他们面对的，绝不仅仅是输赢那么简单。,
第5空间,76000,1122,3144,256,441,科技社会,暂无评分,评分人数不足,已完结, 全3集,0,6,简介：这是国内第一部聚焦网络安全的电视新闻专题片，摄制组将国内最主要的网络公司一网打尽，深入阿里巴巴、腾讯、百度、360等公司的网络安全部门进行拍摄；又前往俄罗斯、美国、英国、比利时等国家，走访全球网络安全巨头卡巴斯基实验室、全程直击全球顶级网络安全盛会“黑帽大会”、独家对话“棱镜”事件报道者——英国《卫报》记者尤恩.麦肯斯基，全方位展示了当今世界的网络安全现状。在为期半年的拍摄时间里，摄制组全程记录了今年震惊世界的勒索病毒wannacry的爆发和处置过程，以及对我国产生重大影响的《中华人民共和国网络安全法》的实施。...,
上海大发现：海上今朝,42000,90,1944,38,152,人文社会,暂无评分,评分人数不足,已完结, 全7集,0,2,简介：没有了老城厢，上海也就不能成为上海。老城厢里有历史文脉，有人情事故，也有倒了几十年的“马桶”。这些马桶意味着生活的不方便，解决问题最彻底的做法就是动拆迁，但老城厢不能一拆了之，因为拆完了，就没了。既要保留老城厢，又要解决“马桶”问题，这是一道难题。事实上，为了消灭老城厢的马桶，上海已经努力了十年。,
传习录：寻访笔、墨、纸、砚，和它们背后传承的故事,91000,106,10000,184,783,人文历史社会,暂无评分,评分人数不足,已完结, 全4集,0,3,简介：文港笔市是中国最大的毛笔材料交易市场，每月逢一、四、七，制笔商和材料商纷至沓来，这样的传统从唐代至今已有1600年的历史，却依然繁荣不衰。,
不负新时代,185000,38,3260,108,662,人文科技社会,暂无评分,评分人数不足,已完结, 全9集,0,4,简介：党的十九大为中国确定了新的历史方位：中国特色社会主义新时代进入新时代！新时代究竟什么样？中国自信究竟从哪里来？环境污染面前，是先发展还是先治理？全球治理，为什么离不开中国？大型浸入式谈话节目《不负新时代》邀请国家高端智库理事会理事、复旦大学中国研究院院长张维为，中国问题专家、北京前沿科学研究所副理事长罗伯特•库恩，与诸多业界大咖、青年代表妙谈新时代，硬道理、软表达，用有温度、通人心的回答。,
梦与路：小镇青年 双面人生,94000,1417,4398,609,554,人文,暂无评分,评分人数不足,已完结, 全3集,1,23,简介：当下互联网世界的一种文化现象：一些草根人物，因为一首歌、一首诗、一个装扮或者一个举动，就毫不讲理地在互联网世界爆红。可以说，在一段时间，他们是无人不知的“大人物”。但是，随着互联网快速更新的环境，这些“大人物”都很快地消失在公众视野，过上没人关心的生活。为什么他们会爆红？他们走红的环境是什么样的？他们是什么样背景的人？他们能不能代表一个群体？他们为什么没有持续走红，并因此改变命运？带着这些疑问，我们开始拍摄制作小镇青年选题。,
海上名家：大师级名家的人生故事,29000,11,2084,31,161,人文历史社会,暂无评分,评分人数不足,已完结, 全11集,1,1,简介：15集人物专题节目《海上名家——上海市文史研究馆馆员系列》将于2月15日（除夕）起，连续8天，每晚18：30在艺术人文频道播出。这是一档东方卫视中心与上海文史研究馆联合制作的人物专题节目，每期聚焦一位艺术成就卓著、社会影响广泛的“海上名家”。,
家的方向：火车站的春运感动瞬间,114000,198,2623,196,537,人文,暂无评分,评分人数不足,已完结, 全11集,0,3,简介：2月1日，2018年春运拉开大幕，据预计全国铁路系统将发送旅客超过3.9亿人次。看看新闻KNEWS记者蹲点上海三大火车站，推出2018春运特别策划《家的方向》，用镜头记录来自春运现场的感动瞬间，与您共同体味“家的温度”。重重的行囊里，对自己的犒劳很少,
老屋：探访中国各式建筑，约会各色家庭,88000,127,9973,170,547,人文社会,暂无评分,评分人数不足,已完结, 全10集,0,0,简介：土楼是圆形的。从圆心出发，依不同的半径，一层层向外展开，如同湖中的水波，环环相套。一座楼，就是一个城。每座土楼都有自己的名字。,
王汝刚拜年艺术界老法师,12000,15,333,23,93,人文社会,暂无评分,评分人数不足,已完结, 全7集,0,0,简介：高式熊，1921年生，浙江鄞县人，中国著名书法家，金石篆刻家，西泠印社名誉副社长，他的书法中规中矩，端雅大方，尤其以小篆最为精妙，他对历代的印谱也很有研究，造诣精深，他的篆刻和小篆被并称为“双美”。高老先生还是著名的印泥制作大师，在他年轻的时候，曾与著名书法家、篆刻家、收藏家鲁庵印泥创始人张鲁庵成为忘年交，得到了张先生的真传。前几年，高老先生经过多年的奔走，终于完成了张老先生的遗愿，将“鲁庵印泥49号秘方”无偿捐献给了国家。,
环球交叉点：智库看中国,230000,35,7574,147,881,人文科技社会军事,暂无评分,评分人数不足,已完结, 全10集,0,1,简介：习近平和特朗普会面谈什么？中美“经贸战”会开打吗？朝核问题出路在哪儿？中国真会取代美国成为世界领袖？看看新闻Knews·环球交叉点，专访世界顶级智库专家。布鲁金斯学会、大西洋理事会、卡内基国际和平基金会等智库中美问题专家分享见解，尽在《智库看中国》。,
王保长新传,2372000,78000,15000,1753,5649,剧情战争,9.8,176,已完结, 全26集,0,60,简介：根据“抓壮丁”改编。内战期间，国民党在全国各地大规模抓壮丁以扩充兵源。在四川龙隐镇一幕幕由抓壮丁引发的故事接连上演”天下第一保“王保长（李保田饰）欺上瞒下、中饱私襄；管区征兵工作队卢队长（李朝友饰）横征暴敛、强占民女、无恶不作；流氓无产者潘驼背（刘亚津饰）为虎作伥；土老肥李老栓（王大安饰）被迫将三儿子送去当童子军；善良正义的三嫂子（侯继林饰）不得不对王保长笑脸相迎；雇农姜大贵被逼入荒野；李老栓为躲”婚捐“将幺妹子（谢润饰）嫁给了潘驼背，三嫂子作了卢队长的地下夫人，并生下一女，令人啼笑皆非的是，王保长...,
情绪料理II,633000,2898,19000,2131,1870,搞笑都市情感剧情,暂无评分,评分人数不足,已完结, 全12集,0,41,简介：《情绪料理2》将延续第一季的治愈系路线，以温柔暖心的格调，讲述那些令人难忘的喜怒哀乐。1位大叔、12种职业人，12种情绪，12顿料理，在12集的故事中，白领、歌手、学生、外卖员等……不同的人带着不同的故事纷纷登场。,
孽债,1883000,35000,10000,2589,2365,剧情,暂无评分,评分人数不足,已完结, 全20集,0,26,简介：文革大潮袭来，不仅使无数人蒙受不白之冤，也摧毁了整整一代人的青春和未来。万千热血青年响应“上山下乡”的号召，前赴后继奔赴祖国边疆。他们在那里挥洒着自己的青春，对未来与前途倍感迷惑。十年一梦，大返城的汹涌狂潮将这群已不再年轻的青年人带回家乡，在这片他们曾经耕耘过的热土上，不仅曾留下汗水和泪水，还有他们生命的延续。岁月荏苒，光阴似箭。当年的那些老知青们各自有了稳定的工作和美满的家庭，他们渐渐忘却远在他乡的记忆和儿女。而在云南边疆，一群知情的孩子知晓了自己的身世，他们结伴乘火车来到上海，只为找到生养了自己...,
上海记忆：他们在这里改变中国,31000,25,1860,50,191,人文历史,暂无评分,评分人数不足,已完结, 全8集,0,1,简介：上海是中国共产党的诞生地，也是中国共产党人集体向世界亮相的地方。今天的上海，依然扮演着中国沟通世界的前沿角色。中国的诸多改革从此开始，而且仍在继续。为讲述早期中国共产党人在上海的红色峥嵘往事，上海市档案局（馆）联合真实传媒有限公司策划制作的8集微纪录片《上海记忆：他们在这里改变中国》（每集8分钟），该片以珍贵文献、历史画面、实地探访等多种形式，全景式地再现了1921年中国共产党诞生。,
奇谈,27000,159,761,1685,3514,人文社会,暂无评分,评分人数不足,已完结, 全30集,0,1,简介：奇谈,
走出监狱的女人,139000,2560,526,385,1343,剧情悬疑,暂无评分,评分人数不足,已完结, 全24集,0,1,简介：雷雨交加的夜晚，马莉趁抢修仓库之机越狱潜逃，整个监狱处于紧急戒备之中。通过林秋燕和何小莲汇报的情况，马莉的管教张亚断定马莉是因为女儿住院而冒险越狱，遂自告奋勇加入缉捕马莉的队伍……,
破烂王,584000,125,4519,1056,6027,剧情,暂无评分,评分人数不足,已完结, 全9集,0,14,简介：《破烂王》根据辽宁本溪的一个真人真事改编，讲述改革开放初期，一群废品收购人员创业的事迹。一个破烂王收破烂起家，后来成为了一家钢铁公司的老板。刘蓓在剧中饰演破烂王的女儿，起初被分配到文化馆工作，后来文化馆一个工作人员追求她，她没有同意，结果被人挤兑，调到收破烂的公司。在新的工作单位，这个人物经历了从一开始特别抵触、到后来干得特别投入、特别出色的这么一个过程。,
全职高手 特别篇,36278000,812000,6538000,137000,113000,小说改热血战斗,8.7,34405,已完结, 全3话,665,13974,简介：根据蝴蝶蓝同名电子游戏竞技小说改编，一个被战队驱逐的超级职业选手离开老东家，进入网吧自行组建战队，结识了形形色色的优秀队员，打挑战赛杀回了《荣耀》的职业联盟，并获得了最高的荣誉重回巅峰。,
新战神金刚：传奇的保护神 第五季,158000,2538,26000,364,539,,暂无评分,评分人数不足,已完结, 全6话,0,18,简介：《新战神金刚：传奇的守护者》是美国梦工厂公司、World Events Productions公司推出，Studio Mir公司制作的一部美国系列网络电视动画。是日本二十世纪福克斯在1980年代推出的《战神金刚》系列动画的重置版本。 本剧所有角色均源自原版《战神金刚》，人物及背景是二维动画绘制，战斗部分运用CGI三维特效技术。,
大食谱,976000,5576,36000,3479,4531,动态漫,9.1,273,已完结, 全12话,4,124,简介：有这样一个世界，万千大陆像浮岛一样漂浮在宇宙中，它们之间只能靠银河带相连。银河带无时无刻不在移动，进入银河，很可能再也回不到原来的世界。一名旅行者与一位厨师在此相逢，他们背着一本大食谱，穿越条条银河，展开了一场奇幻的美食之旅。悬挂于空中的透明鱼卵，沉淀在谷底的长生浆雾，藏在石头中的巨虾，能够触碰的绚烂极光……,
非自然死亡,120000000,1365000,3287000,753000,569000,剧情悬疑,9.9,78231,已完结, 全10集,230,19764,简介：三澄美琴（石原里美 饰）是在民间法医组织“UDI”工作的女法医，该组织专门接收由于非正常原因导致死亡的遗体，对其进行解剖以求找到案件的真相。和美琴一起工作的，还有法医中堂系（井浦新 饰）、记录员九部六郎（洼田正孝 饰）和检查技师东海林夕子（市川实日子 饰）等人。中堂系虽然拥有着丰富的临床经验，个性却乖僻古怪，对正义和法律理解不同的美琴和中堂之间，常常产生无法调和的矛盾。其实，中堂有一个无人知晓的秘密，他的女友在一场“意外”中不幸丧生，可种种蛛丝马迹向中堂揭示了，是一名连环杀人犯取走了女友的性命。中堂不畏人言...,
情剑山河,385000,14000,2673,3371,498,历史古装,暂无评分,评分人数不足,已完结, 全42集,0,3,简介：李煜（秦风 饰）和赵匡胤（吴兴国 饰）相识已久，彼此之间感情十分要好，然而两人个性却相去甚远，李煜悠然闲散淡泊名利，而赵匡胤却野心勃勃，誓要干出一番大事业。随着时间的推移，两人之间的分歧越来越大，最终落得兵戎相见的地步，敌不过赵匡胤的精兵强将，南唐后主落败，成为了旧日好友的俘虏。然而，赵匡胤待李煜不薄，为他封官晋爵，赐他美屋良田，李煜这才得以潜心创作，写下了流传千古的作品。赵京娘（关咏荷 饰）曾经和赵匡胤有过一段缘分，如今，赵京娘千里迢迢来找赵匡胤，却不知昔日良人如今已经成为了高高在上的皇帝，两人之前谱...,
跃龙门,55000,836,703,18,89,古装,暂无评分,评分人数不足,已完结, 全30集,0,9,简介：该剧以康熙年间的史实为背景，讲述了一出扑朔迷离的科举舞弊案：江南才子伍思贤踌躇满志参加科考，万料不到竟名落孙山，目睹了科场丑恶行径的他大闹贡院，书生群起响应，朝野震惊。新任江苏巡抚张伯行（李保田饰）临危受命调查科考案，在凶险的“权谋”争斗中，张伯行锒铛入狱，美貌娇妻惨遭迫害……,
生死谍恋,97000,516,2538,84,228,战争,暂无评分,评分人数不足,已完结, 全34集,0,16,简介：20世纪30年代，日本帝国主义的铁蹄在华夏大地肆虐，千千万万的普通人家遭受惨烈荼毒。夏家镖局遭到日本人灭门，夏家的女儿潇雪（姚芊羽 饰）侥幸逃过一劫，在此过程中与平凡书生邂逅唐问生（吴卓羲 饰）。短暂的相遇过后，两人分别踏上不同的人生之路。潇雪随着大姐（萨日娜 饰）加入共产党，问生则在叔叔唐定乾的安排下进入军统训练营受训。学成的问生更名绍岩打入共产党内部，在与潇雪重逢后两人结为夫妇。而另一方面，唐定乾暗中替日本人卖命。在时代的汹涌浪潮推动下，所有人的命运都不知不觉发生着改变。儿女情长抑或家国大义，他们面临重...,
Top Gear 第19季,3363000,35000,995000,6727,8725,科技运动社会,9.8,525,已完结, 全7集,0,119,简介：Top Gear，是由BBC出品的一档汽车娱乐节目，自2002年改版推出，至今已经25季。脑回路清奇的创意、疯狂在燃烧的经费、堪比好莱坞的制作，它被称为全世界最好的汽车秀。本次，Top Gear第25季将于2月26起，在bilibili全网独播，每周一10:00更新一集，前24季也将陆续上线。不解释了，赶紧上车吧。,
承诺,66000,123,1149,23,175,剧情,暂无评分,评分人数不足,已完结, 全30集,0,1,简介：主要讲述了一个雨夜，一个男子在加班回家的路上被一个新婚前夕的卡车司机撞死，死者留下了年迈的母亲，体弱多病的妻子以及两个不更事的女孩。后经发现死去的男子主要死因是心脏病发作。但肇事司机毅然担负起照顾这一家的责任，在共同的生活中，双方相互谅解，而司机的女友只能无奈地与他分手。司机和那个死者的妻子以及女儿之间先后产生了情感及爱情故事。最终男主角并没有和两个女人中的任何一个结婚，故事以悲剧收场，一条铁轨延续到远方，一个简单的行李和一个孤单的背影消失在视线的尽头。,
补天裂,26000,54,319,5,55,,暂无评分,评分人数不足,已完结, 全20集,0,1,简介：参与了戊戌变法的举人易君恕仓惶出逃，束手就擒之际，被英国牧师林若翰搭救，入住香港翰园林若翰家中。林养女倚阑是中国海员遗孤，养育成典型的英国淑女，受到香港绅士迟孟桓的追求。倚阑的傲慢与偏见使易君恕难以存身，他外出谋生遇挚友新安县举人邓伯雄，邓氏反对英夷拓界，决意死战，易、邓志同道合。邓伯雄为联合文氏大族抗英，娶文心瑜为妻。苦恋多年的海山堂主区眉娘虽五内俱焚，仍帮助邓购枪，不幸中了迟孟桓和香港警察梅轩利的圈套，被火烧毁容颜。林若翰密友－－香港辅政司骆克熟悉中国文化，与总督卜力在新租借地拓界上所施手段不同...,
乐享中国新机遇,27000,27,1418,296,854,人文社会,暂无评分,评分人数不足,已完结, 全10集,0,1,简介：“一花独放不是春，百花齐放春满园”，中国始终欢迎世界各国搭乘中国发展的快车。飞速发展的中国不仅给国人带来了实惠，也吸引着不少国际友人来中国寻求机遇。追求机遇的他们来到中国，如同打开了新世界的大门，不仅找到了人生目标，解决了终身大事，对中国优秀文化更是狂热，且看他们如何为中国“开放自信”形象代言。《乐享中国》系列短片由国务院新闻办监制，五洲传播中心出品，五洲传播中心与百会通达文化有限公司联合制作。以国际面孔讲述中国故事，向全球展示中国发展成果，为博鳌亚洲论坛集赞。,
总督张之洞,49000,95,1659,11,227,历史古装,暂无评分,评分人数不足,已完结, 全8集,0,3,简介：晚清曾国藩、李鸿章、左宗棠都办起了洋务,开工厂、造枪炮、开矿制船。慈禧因他们都是汉人,在人事安排上另有名虑,将三人都予以恩赏并作为调动,曾国藩任直隶袋督.李鸿章为协力大学士,左宗棠任陕甘总督。 张之洞办汉阳铁厂是步他们三人之后,当时化任带胡广总督,是奉旨为修建芦汉铁路而办铁厂的。湖北黄石电视台、中央电视台影视部等单位录制跳吕集电视剧《总督张之洞》就是以此为背景创作的。 剧中以生动的人物形象,错综复杂的矛盾,刻戈:了张之洞步履艰辛、艰难奋斗、清政廉洁的人物殆象。 .矛盾纠葛既有洋务派与保守派的斗争,也有汗务派与洋务派...,
猫侍 第二季,1763000,24000,162000,2496,5997,剧情搞笑,9.7,299,已完结, 全11集,0,82,简介：曾经贵为加贺藩剑术指导的斑目久太郎（北村一辉 饰），怎么也想不到他这个被人称作“斑鬼”的大名鼎鼎的武士，其命运竟然会因为一只猫发生翻天覆地的巨变。哎~~~谁让玉之丞SAMA如此可爱，时时刻刻都能融化人的心灵呢！久太郎似乎心甘情愿为了它出生入死。一度离开江户后，出于武士的自豪感，以及为了家人和玉之丞，久太郎再度返回这座充满是非的城市。怎奈新的房东菊乃禁止养猫，他只得小心翼翼瞒过对方，委曲求全。为了生计，久太郎四处求职，在这一过程中也和玉之丞发生了不少有趣搞笑的故事。主人和宠物的羁绊由此变得更深……本片为同名电...,
成龙环保英雄,207000,1445,3697,688,1612,人文科技,暂无评分,评分人数不足,已完结, 全2集,0,30,简介：动作英雄与荧屏传奇成龙正在寻找新的英雄形象。他和环保建筑师黄谦智将展开一场冒险，在全世界最恶劣的环境下，测试他们极具开拓性的垃圾回收机器。他们来到青藏高原的杂多县，高海拔、低气温和极少的含氧量等恶劣的自然条件给这些致力于投身环保事业的人带来严峻的考验，也即将对他们的回收机器展开终极考验。将塑料垃圾变成可利用的优质材料，是他们始终研究的课题，也是未来实现循环经济的可行方法之一。,
美成在久 树宅相守,21000,42,1075,43,73,历史人文科技,暂无评分,评分人数不足,已完结，共1集,0,0,简介：历史的车轮让中国的建筑发生了巨大的变化，建筑背后的文化也随着时光的流逝逐渐流失。如何守护传统建筑和文化，并让现代人真正接纳和认识这些历史的宝贵财富？现在，有一些人用创新的方式为历史和现代搭起了一座桥梁，这座桥梁从古而来，延伸至未来 —— 蕴含着文化的古宅和见证着千年历史的老树被赋予了新的生命，他们以全新的姿态展示着中国的传统之美。《美成在久 树宅相守》带你了解这个不凡的项目和项目背后超凡远见的守护者。,
切尔诺贝利之春,869000,3293,61000,9944,5184,历史漫画改动态漫,9.7,1607,已完结, 全1话,10,512,简介：1986年4月26日凌晨，乌克兰普里皮亚季邻近的切尔诺贝利核电厂的第四号反应堆发生爆炸。最初发生的蒸气爆炸导致两人死亡，而事故中释放的高能辐射造成的危害则更加严重，死伤者至今难以计数。2008年的又一个春天，漫画家艾玛纽埃尔乘坐火车来到此地，准备深入隔离区，用画笔记录下自己在这片仍留有深深创伤的土地上两个月的生活。,
有家可归的恋人们（僅限台灣地區）,8527,120,772,316,2861,都市情感剧情家庭,暂无评分,评分人数不足,已完结, 全10集,0,1,简介：中谷美纪在剧中饰演主人公佐藤真弓，一名结婚十三年的主妇，女儿顺利结束中学考试，育儿生活告一段落，为了学费等方面的压力，决心时隔十几年重新开始工作。玉木宏饰演真弓的丈夫，房产公司上班族佐藤秀明，在真弓为了家庭努力奋斗的时候，他心情不好爱上了有夫之妇，堕入不被允许的恋爱。掌握故事关键的茄子田太郎由中山裕介饰演，他是一位中学教师，有美丽的妻子，却对她精神虐待，在外面也是个纠纷制造者，为了不同的目的分别约见真弓与秀明。妻子茄子田绫子由木村多江饰演，她和丈夫、儿子还有公婆一起生活，是一位完美的家庭主妇，对家庭...,
电影明星 第二季,63000,539,8286,453,439,人文,暂无评分,评分人数不足,已完结, 全12集,0,1,简介：电影明星 第二季,
